"path","asset_type","size_bytes","modified_time","sha256","likely_purpose","associated_experiment","scientific_relevance","current_usability","validation_status","problems_detected"
"research_validation/pmps/PMPS_01_REQUIREMENT_MATRIX.csv","machine_readable_report_or_registry","3290","2026-07-24T12:26:20.0747172Z","ce8cbf4ad2097b6083de6cee60ed39b74ceaca0ed4bc03c8686bf8e3cd8b8219","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/protocol/ESTIMATED_COMPUTE_PLAN.md","narrative_or_log","321","2026-07-24T12:10:23.1770582Z","444e15a338fecc81bd4905a16f24df23b464009739d00a898eaa303b1ee04fee","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/protocol/EXPERIMENT_AUTHORIZATION_MATRIX.csv","machine_readable_report_or_registry","1069","2026-07-24T12:10:21.6091935Z","6d7fe1153c1cc132fe11ecb860dce772e161ff9bcb3d327c454bc29c3e764c8d","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/protocol/FROZEN_EXPERIMENT_PROTOCOL_DRAFT.md","narrative_or_log","1217","2026-07-24T12:10:20.8028436Z","6359c4ba97de2bff881e705735eb73721623547eeeb10894e2aa6d4bf6b4b492","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/protocol/TEST_SET_PROTECTION_RECORD.md","narrative_or_log","397","2026-07-24T12:10:22.4035023Z","e5848228f85670386a75f5fac2c49860cb3041f57cb9235cd3c40935674bb2d5","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/0_DB_VALVE_FORENSIC_COMPARISON.md","narrative_or_log","214","2026-07-27T05:00:01.7358952Z","71b9d498074614335db0fbfff6527244aefab78592f4d8ef039c68350e2d7e85","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/0_dB_VALVE_FORENSIC_REPORT.md","narrative_or_log","753","2026-07-27T04:24:35.6377890Z","10634b02a0e230da9007204fce18b05958858d491241ff09522b74e89f2ae5d1","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ACQUISITION_ENVIRONMENT.md","narrative_or_log","312","2026-07-27T04:32:07.0141551Z","4d2f0ca19324af312626a83380751f2ea735f22136693a05658df343b6d92d50","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ACQUISITION_EVIDENCE_SEARCH.md","narrative_or_log","1096","2026-07-24T12:29:04.4894441Z","b4a29279c4d4b39e414250e31d805a9e0d4a87fa21cac8eba9e9d2f3f7779a4b","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ACQUISITION_EXECUTION_AUTHORIZATION.md","narrative_or_log","596","2026-07-27T04:48:46.8479239Z","5a637c9f4f6f060cbd1d2d0ca8fab3ec858332b3212411ae732633d6de9607b8","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ACQUISITION_LOCATION_TRANSITION.md","narrative_or_log","386","2026-07-27T04:48:44.2171553Z","22866d99adcacc7b72c308e78adb6302970e38be2f78952faffdc28dc2e591c9","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ACQUISITION_LOG.csv","machine_readable_report_or_registry","1974","2026-07-27T04:32:06.1325879Z","0e0bdfa0d5c16e1b971e1b86c89dc219403321dee4a24278f5dd2b3dbc6aafcf","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ACQUISITION_PROGRESS.csv","machine_readable_report_or_registry","494","2026-07-27T05:05:46.9830264Z","05d2ac28a636fa736e6eb33dfd9a902c637bbcfd69064edff04790e3f6a35421","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ACQUISITION_TRANSITION_AUDIT.md","narrative_or_log","370","2026-07-27T04:48:47.7079269Z","75af1a630e32459bf011dc227ee66c3d6ce26a9eb4dad019b127b813d99dc4b0","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ARCHIVE_CHECKSUM_CERTIFICATION.csv","machine_readable_report_or_registry","1454","2026-07-27T04:59:56.5759313Z","0bbabf9f9bcbeb54887c726c97d65d92cfea28107e4b430da71cd2ac51c7613c","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ARCHIVE_EVIDENCE_MANIFEST.csv","machine_readable_report_or_registry","489","2026-07-27T05:05:49.5083548Z","a5185320d33302cb507d1ee34f62af6b8bcb4806bbaae6262bbd0a37d9ff34c4","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ARCHIVE_FORENSIC_ANALYSIS.md","narrative_or_log","561","2026-07-27T04:24:34.7305597Z","95b740c1dd945d65dbe531b5b49b491235d57c1391cca2b4040e9bb14641824c","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ARCHIVE_MD5_COMPARISON.csv","machine_readable_report_or_registry","1386","2026-07-24T12:25:51.8874279Z","abe1da4111a0f8d70f96798982567b030ceb2fbc5859ccd1857d146b50dc9c16","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ARCHIVE_VERIFICATION_REPORT.csv","machine_readable_report_or_registry","1260","2026-07-27T05:05:45.2951822Z","4633625db41c343763257967b1bfa6f22ada7cefdced9cca6fb3e9ecb670fce9","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/AUDIO_FILE_INTEGRITY.csv","machine_readable_report_or_registry","7969898","2026-07-27T04:24:00.4682634Z","f25e207c46e90ae06ddfb70080cac934f9126cd7b429882ef14cbb8de5dc118f","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/C_DRIVE_STORAGE_VALIDATION.md","narrative_or_log","453","2026-07-27T04:48:43.3327930Z","0885a3bdddac35217457ebdca6e17b55f6e0a1b7d2ac12490b0c5f7961c8923f","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/CONTROLLED_DOWNLOAD_LOG.csv","machine_readable_report_or_registry","542","2026-07-27T04:59:22.6520566Z","07eb7e4af74f371c8a0014175d3a271bc09cfff944600281df4d658f23442937","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_CITATION_RECORD.md","narrative_or_log","577","2026-07-24T12:15:54.8701046Z","e2c3c4853c2fcef87608c694566610e041761d34c24c652aa4827b7364c251c7","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_COMPLETENESS_REPORT.md","narrative_or_log","612","2026-07-27T04:24:37.3874284Z","e0988b24e2a32d223fc3fbeb74d24ada8cd8b1a169148cde79184380ff688125","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_HASH_REGISTRY.csv","machine_readable_report_or_registry","2502","2026-07-24T12:16:04.9002540Z","7f604513dfdfeecf70322f99b0d6645fba4893c2719daa3606bec8d67f0bf755","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_LICENSE_IDENTITY_CERTIFICATION.md","narrative_or_log","1078","2026-07-24T12:25:54.4568176Z","e5c85de4782a24aa7b77d180968991ef02b43501f4c45cbc6ccfb8c90f5fb0b3","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_LICENSE_MATRIX.csv","machine_readable_report_or_registry","947","2026-07-24T12:15:53.2361735Z","750908bebccec30a3da9d99171b6b9c246afe007d1b3f37077dd75e7a2308b5f","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_LICENSE_RECORD.md","narrative_or_log","495","2026-07-24T12:10:17.3609207Z","f631dc77fb84a4233fb1f97c799a53b331ccf1c18c481c0873bcc7712bf40613","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_PROVENANCE_CERTIFICATION.md","narrative_or_log","517","2026-07-24T12:10:18.1538813Z","706fd72e0224c953dac3638d72345bb4c52a79b5754dd70b1a8c477a7a17a62d","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_PROVENANCE_IMPACT_REPORT.md","narrative_or_log","290","2026-07-27T05:00:03.4364993Z","0013eed30f706ad45e32b23962400231592facf71a3fd93a7e7ecef9cfe4a439","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_PROVENANCE_MATRIX.csv","machine_readable_report_or_registry","2417","2026-07-24T12:10:15.6854550Z","e385935a3d847b8c463da7998d95653e143495f6b977413afa954154aac676b8","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DATASET_SOURCE_TRACEABILITY.csv","machine_readable_report_or_registry","464","2026-07-24T12:25:53.5979934Z","b329ae64776cfa4277f00d5f8c62f24d0777774ab7697ed0cc34eec40743b1d8","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DOWNLOAD_EVIDENCE_LOG.csv","machine_readable_report_or_registry","309","2026-07-27T05:05:43.6017695Z","5f6bc29489b30444a0b55e43286d55f4ed203a96510948904c829055b2109581","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/DUPLICATE_ANALYSIS.csv","machine_readable_report_or_registry","388","2026-07-27T04:24:03.4319870Z","f3a3f1ed26951566232993ad0729f3b35e80f332b801f07922e54acbe98bc9ae","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/EVIDENCE_INVENTORY.md","narrative_or_log","940","2026-07-27T05:21:14.2657696Z","8084c567239f1828cfbaada3eb283a8783828d195bd40a5f3f21f60bd940ce80","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/FAILED_TRANSFER_MANIFEST.csv","machine_readable_report_or_registry","579","2026-07-27T05:05:44.4217991Z","171cfd141920c16e66b54a7c4d75d33ae8dcd3918333cf13a30c5fc8fdb2116e","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/FINAL_DATASET_FORENSIC_ASSESSMENT.md","narrative_or_log","1281","2026-07-27T04:24:38.2955745Z","621fabf7ff6c42abf08b470e8c125b148ec07d179598b4e3e1d02ec729972c79","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/FINAL_GOVERNANCE_DECISION.md","narrative_or_log","549","2026-07-27T05:21:18.4412000Z","ba404c5fb7957c79c5a7f59383f8dc9efc3aa49a512a72aca37aa73f6cd711ad","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/FINAL_PROVENANCE_DECISION.md","narrative_or_log","265","2026-07-27T05:00:06.7888080Z","92bf7fed60254fbfe80112c09674c32eb77d3d3155e974b13399b7239fbd8735","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/FINAL_REFERENCE_DATASET_CERTIFICATION.md","narrative_or_log","239","2026-07-27T05:00:04.3007135Z","36df639ef7abaee48792ba7d42b771408005b4453eb2f45d8dbb80c2ea29f35d","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/FRESH_ARCHIVE_CHECKSUM_VERIFICATION.csv","machine_readable_report_or_registry","1358","2026-07-27T04:32:40.5371777Z","b6155f58dbe1a6e132090a853a66158caccd5898bbfd783dd87489e9efe5e5b9","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/GOVERNANCE_RECOMMENDATION.md","narrative_or_log","549","2026-07-27T05:21:17.5967094Z","7ede47de31bcf8a4ef8a861be74976882ad31c20c098f67fe74bf9536773f7d2","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/HISTORICAL_CORPUS_EQUIVALENCE_CERTIFICATION.md","narrative_or_log","175","2026-07-27T05:00:05.1299784Z","2ac9505fb8c1fa9ee0ac53502ab3e503ac07f7967d2de5312c4b592c39d5aecf","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/HISTORICAL_VS_VERIFIED_SHA256_COMPARISON.csv","machine_readable_report_or_registry","85","2026-07-27T05:00:00.8846510Z","e554230bc75fd4fbedfc8125ea83ff3d9aca63782b76fa9144cdd613b77c4276","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/LOCAL_ARCHIVE_INVENTORY.csv","machine_readable_report_or_registry","1599","2026-07-24T12:25:51.0497742Z","c114d005e24720f101f7dee1c288b8ee6dee36de4fa6f2803817565164ef12a4","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/LOCAL_DATASET_FILE_INVENTORY.csv","machine_readable_report_or_registry","7333290","2026-07-27T04:23:55.4938566Z","49a5a7a559ee8a7b1171732366c650bc24ecb324dbf13be5d3bab270008ef02f","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/LOCAL_STRUCTURE_VALIDATION.md","narrative_or_log","600","2026-07-27T04:24:33.8581012Z","bc693121ec462c61048115a0c146c5eab1cdec408c8fe527d78145f91a7e4576","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/LOCAL_SYSTEM_CONSTRAINTS.md","narrative_or_log","523","2026-07-27T05:11:43.3923099Z","b295cf005fab05747a3c8c17cb3f2b810630d54b5dc591e833e95260593159aa","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/MISSING_ARCHIVE_CONTENT_ANALYSIS.md","narrative_or_log","537","2026-07-27T04:24:36.5141194Z","820b8b1372e33ff9e240506ddbb8bcc6d7d781b61246fe70840ec5a1707f4dc7","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/MISSING_ARCHIVE_EQUIVALENCE.md","narrative_or_log","230","2026-07-27T05:00:02.6146761Z","38fbf367bb22d8dc4fac38c936fd75c5275296de52c646c75235d9cd48e0979a","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
